Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
26358,8/16/11 12:59 PM,Tuesday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)"
26366,8/18/11 3:45 PM,Thursday,Auto,Bicycle,1809,Massachusetts Ave,,"1809 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)"
26375,8/19/11 7:43 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Blake St," Massachusetts Ave & Blake St Cambridge, MA",42.390918,-71.122259,"(42.390918, -71.122259)"
26380,8/22/11 1:44 PM,Monday,Auto,Bicycle,,Amherst St,Massachusetts Ave," Amherst St & Massachusetts Ave Cambridge, MA",42.358188,-71.093089,"(42.358188, -71.093089)"
26385,8/23/11 8:03 AM,Tuesday,Auto,Bicycle,,MEACHAM RD,Massachusetts Ave," MEACHAM RD & Massachusetts Ave Cambridge, MA",42.39508,-71.12764,"(42.39508, -71.12764)"
26388,8/23/11 5:01 PM,Tuesday,Auto,Bicycle,92,Brattle St,,"92 Brattle St Cambridge, MA",42.37588,-71.125121,"(42.37588, -71.125121)"
26392,8/24/11 1:09 PM,Wednesday,Auto,Bicycle,,Amherst St,Ames St," Amherst St & Ames St Cambridge, MA",42.360009,-71.087643,"(42.360009, -71.087643)"
26395,8/19/11 12:00 PM,Friday,Auto,Bicycle,,Hampshire St,Inman St," Hampshire St & Inman St Cambridge, MA",42.373475,-71.100531,"(42.373475, -71.100531)"
26398,8/25/11 1:32 PM,Thursday,Auto,Bicycle,,DOVER ST,Massachusetts Ave," DOVER ST & Massachusetts Ave Cambridge, MA",42.394524,-71.127012,"(42.394524, -71.127012)"
26401,11/25/11 6:40 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Dana Pl," Massachusetts Ave & Dana Pl Cambridge, MA",42.369169,-71.110776,"(42.369169, -71.110776)"
26412,8/29/11 9:00 AM,Monday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)"
26426,8/31/11 10:21 AM,Wednesday,Auto,Bicycle,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,"(42.37275, -71.093288)"
26428,8/31/11 3:10 PM,Wednesday,Auto,Bicycle,1039,Massachusetts Ave,Trowbridge St,"1039 Massachusetts Ave Cambridge, MA",42.36993,-71.112459,"(42.36993, -71.112459)"
26430,8/31/11 4:21 PM,Wednesday,Auto,Bicycle,,Antrim St,," Antrim St &  Cambridge, MA",,,
26445,9/6/11 9:30 AM,Tuesday,Auto,Bicycle,,QUINCY ST,," QUINCY ST &  Cambridge, MA",,,
26448,9/6/11 6:39 PM,Tuesday,Auto,Bicycle,,GARDEN ST,Walker St," GARDEN ST & Walker St Cambridge, MA",42.379657,-71.124694,"(42.379657, -71.124694)"
26462,9/10/11 12:50 AM,Saturday,Taxi,Bicycle,,Massachusetts Ave,Sidney St," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,"(42.36295, -71.09958)"
26474,9/14/11 8:03 AM,Wednesday,Auto,Bicycle,,Portland St,Broadway," Portland St & Broadway Cambridge, MA",42.365792,-71.09207,"(42.365792, -71.09207)"
26481,9/14/11 6:43 PM,Wednesday,Auto,Bicycle,287,PROSPECT ST,,"287 PROSPECT ST Cambridge, MA",42.37251,-71.099131,"(42.37251, -71.099131)"
26483,9/14/11 4:30 PM,Wednesday,Auto,Bicycle,,Washington Ave,Windsor St," Washington Ave & Windsor St Cambridge, MA",42.364863,-71.096266,"(42.364863, -71.096266)"
26487,9/15/11 4:30 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Cedar St," Massachusetts Ave & Cedar St Cambridge, MA",42.397973,-71.130897,"(42.397973, -71.130897)"
26488,9/15/11 8:35 PM,Thursday,Auto,Bicycle,,HARVARD ST,Columbia St," HARVARD ST & Columbia St Cambridge, MA",42.366993,-71.097861,"(42.366993, -71.097861)"
26490,9/15/11 2:23 PM,Thursday,Auto,Bicycle,,Cambridge St,Ellsworth Ave," Cambridge St & Ellsworth Ave Cambridge, MA",42.374407,-71.106082,"(42.374407, -71.106082)"
26497,9/16/11 6:14 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)"
26498,9/17/11 2:49 AM,Saturday,Taxi,Bicycle,,Massachusetts Ave,MEMORIAL DR," Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.357364,-71.092567,"(42.357364, -71.092567)"
26516,9/20/11 2:12 PM,Tuesday,Auto,Bicycle,,EIGHTH ST,Otis St," EIGHTH ST & Otis St Cambridge, MA",42.371125,-71.086287,"(42.371125, -71.086287)"
26551,9/28/11 9:05 AM,Wednesday,Auto,Bicycle,,Cambridge St,ELM ST," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,"(42.373017, -71.095346)"
26559,9/30/11 7:02 PM,Friday,Auto,Bicycle,850,Massachusetts Ave,,"850 Massachusetts Ave Cambridge, MA",42.367101,-71.107419,"(42.367101, -71.107419)"
26566,10/2/11 11:00 PM,Sunday,Auto,Bicycle,32,Vassar St,,"32 Vassar St Cambridge, MA",42.361735,-71.091339,"(42.361735, -71.091339)"
26573,10/2/11 12:59 PM,Sunday,Auto,Bicycle,303,Broadway,Tremont St,"303 Broadway Cambridge, MA",42.368945,-71.099721,"(42.368945, -71.099721)"
26580,10/4/11 8:06 PM,Tuesday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)"
26586,10/6/11 7:19 AM,Thursday,Auto,Bicycle,,Broadway,Windsor St," Broadway & Windsor St Cambridge, MA",42.367107,-71.095416,"(42.367107, -71.095416)"
26592,10/7/11 9:40 AM,Friday,Bicycle,Pedestrian,583,MOUNT AUBURN ST,,"583 MOUNT AUBURN ST Cambridge, MA",42.375426,-71.145214,"(42.375426, -71.145214)"
26596,10/7/11 4:43 PM,Friday,Auto,Bicycle,,Massachusetts Ave,NEWPORT RD," Massachusetts Ave & NEWPORT RD Cambridge, MA",42.385839,-71.119287,"(42.385839, -71.119287)"
26606,10/11/11 9:00 AM,Tuesday,Auto,Bicycle,738,Cambridge St,,"738 Cambridge St Cambridge, MA",42.372115,-71.089167,"(42.372115, -71.089167)"
26607,10/11/11 5:48 PM,Tuesday,Taxi,Bicycle,,Cambridge St,HARDING ST," Cambridge St & HARDING ST Cambridge, MA",42.372409,-71.090656,"(42.372409, -71.090656)"
26610,10/12/11 7:32 PM,Wednesday,Van,Bicycle,1555,Massachusetts Ave,,"1555 Massachusetts Ave Cambridge, MA",42.377893,-71.119878,"(42.377893, -71.119878)"
26627,10/14/11 8:26 AM,Friday,Auto,Bicycle,1000,Cambridge St,,"1000 Cambridge St Cambridge, MA",42.372653,-71.093451,"(42.372653, -71.093451)"
26628,10/14/11 8:29 AM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,Aberdeen Way," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.375274,-71.145841,"(42.375274, -71.145841)"
26631,10/15/11 12:00 PM,Saturday,Auto,Bicycle,,PLYMPTON ST,MOUNT AUBURN ST," PLYMPTON ST & MOUNT AUBURN ST Cambridge, MA",42.371412,-71.117053,"(42.371412, -71.117053)"
26639,10/14/11 7:44 AM,Friday,Auto,Bicycle,,Binney St,Sixth St," Binney St & Sixth St Cambridge, MA",42.366151,-71.086075,"(42.366151, -71.086075)"
26650,10/18/11 7:50 AM,Wednesday,Auto,Bicycle,,Concord Ave,HURON AVE," Concord Ave & HURON AVE Cambridge, MA",42.382404,-71.130996,"(42.382404, -71.130996)"
26655,10/18/11 10:15 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)"
26662,10/20/11 8:39 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)"
26669,10/20/11 7:59 PM,Thursday,Auto,Bicycle,1000,Cambridge St,,"1000 Cambridge St Cambridge, MA",42.372653,-71.093451,"(42.372653, -71.093451)"
26682,10/21/11 7:50 PM,Friday,Auto,Bicycle,,Cambridge St,Warren Pl," Cambridge St & Warren Pl Cambridge, MA",42.372102,-71.088276,"(42.372102, -71.088276)"
26688,10/24/11 2:49 PM,Monday,Auto,Bicycle,,Broadway,ELLERY ST," Broadway & ELLERY ST Cambridge, MA",42.372752,-71.109728,"(42.372752, -71.109728)"
26691,10/24/11 5:29 PM,Monday,Taxi,Bicycle,,Western Ave,," Western Ave &  Cambridge, MA",,,
26692,10/25/11 5:39 PM,Tuesday,Auto,Bicycle,204,Columbia St,,"204 Columbia St Cambridge, MA",42.368239,-71.097026,"(42.368239, -71.097026)"
26718,10/28/11 8:45 AM,Friday,Taxi,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)"
26729,10/31/11 2:49 PM,Monday,Auto,Bicycle,,Brookline St,Waverly St," Brookline St & Waverly St Cambridge, MA",42.355175,-71.110278,"(42.355175, -71.110278)"
26751,11/4/11 9:30 AM,Friday,Auto,Bicycle,,Putnam Ave,River St," Putnam Ave & River St Cambridge, MA",42.362257,-71.113547,"(42.362257, -71.113547)"
26766,11/7/11 5:49 PM,Monday,Auto,Bicycle,,Alewife Brook Pky,," Alewife Brook Pky &  Cambridge, MA",,,
26767,11/8/11 12:07 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,EVERETT ST," Massachusetts Ave & EVERETT ST Cambridge, MA",42.380006,-71.119917,"(42.380006, -71.119917)"
26769,11/9/11 8:29 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,," Massachusetts Ave &  Cambridge, MA",,,
26777,11/11/11 10:38 AM,Friday,Taxi,Bicycle,,Broadway,Columbia St," Broadway & Columbia St Cambridge, MA",42.367871,-71.09736,"(42.367871, -71.09736)"
26790,11/12/11 9:45 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,PLEASANT ST," Massachusetts Ave & PLEASANT ST Cambridge, MA",42.366408,-71.105392,"(42.366408, -71.105392)"
26803,11/15/11 8:19 AM,Tuesday,Truck,Bicycle,,Gore St,LAMBERT ST," Gore St & LAMBERT ST Cambridge, MA",42.373046,-71.086493,"(42.373046, -71.086493)"
26813,11/15/11 5:06 PM,Wednesday,Auto,Bicycle,320,Broadway,,"320 Broadway Cambridge, MA",42.36918,-71.101398,"(42.36918, -71.101398)"
26818,11/17/11 8:00 AM,Thursday,Auto,Bicycle,232,Broadway,,"232 Broadway Cambridge, MA",42.366661,-71.094596,"(42.366661, -71.094596)"
26829,11/18/11 4:28 PM,Friday,Auto,Bicycle,,ORCHARD ST,Blake St," ORCHARD ST & Blake St Cambridge, MA",42.391837,-71.121002,"(42.391837, -71.121002)"
26834,11/19/11 8:29 PM,Saturday,Auto,Bicycle,350,Third St,Kendall Sq,"350 Third St Cambridge, MA",42.363675,-71.083353,"(42.363675, -71.083353)"
26836,11/20/11 10:44 AM,Sunday,Auto,Bicycle,,HARVARD ST,PROSPECT ST," HARVARD ST & PROSPECT ST Cambridge, MA",42.368301,-71.101743,"(42.368301, -71.101743)"
26851,11/26/11 4:34 PM,Saturday,Taxi,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)"
26870,11/30/11 1:05 PM,Wednesday,Auto,Bicycle,,Ames St,Amherst St," Ames St & Amherst St Cambridge, MA",42.360009,-71.087643,"(42.360009, -71.087643)"
26871,11/30/11 2:25 PM,Wednesday,Auto,Bicycle,,River St,Blackstone St," River St & Blackstone St Cambridge, MA",42.362009,-71.114307,"(42.362009, -71.114307)"
26872,11/30/11 4:12 PM,Wednesday,Auto,Bicycle,,Broadway,Galileo Galilei Way," Broadway & Galileo Galilei Way Cambridge, MA",42.364812,-71.089386,"(42.364812, -71.089386)"
26875,11/30/11 6:59 PM,Wednesday,Taxi,Bicycle,,Brookline St,Putnam Ave," Brookline St & Putnam Ave Cambridge, MA",42.357369,-71.108023,"(42.357369, -71.108023)"
26920,12/13/11 1:44 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
26929,12/14/11 7:34 PM,Wednesday,Auto,Bicycle,1430,Massachusetts Ave,Church St,"1430 Massachusetts Ave Cambridge, MA",42.374014,-71.119122,"(42.374014, -71.119122)"
26958,12/16/11 4:24 PM,,Auto,Bicycle,,MAIN ST,Vassar St," MAIN ST & Vassar St Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)"
26982,12/27/11 10:19 AM,Tuesday,Auto,Bicycle,,Cambridge St,Trowbridge St," Cambridge St & Trowbridge St Cambridge, MA",42.374918,-71.11006,"(42.374918, -71.11006)"
26987,12/28/11 2:19 PM,Wednesday,Auto,Bicycle,240,Albany St,,"240 Albany St Cambridge, MA",42.358382,-71.100964,"(42.358382, -71.100964)"
26992,12/30/11 10:19 AM,Friday,Auto,Bicycle,810,MAIN ST,,"810 MAIN ST Cambridge, MA",42.363147,-71.097329,"(42.363147, -71.097329)"
27184,10/21/11 3:59 PM,,Truck,Bicycle,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,"(42.363207, -71.0967)"
28046,9/3/11 12:31 PM,Monday,Bicycle,Parked Vehicle,,Brattle St,HAWTHORNE ST," Brattle St & HAWTHORNE ST Cambridge, MA",42.376233,-71.125649,"(42.376233, -71.125649)"
28571,1/2/13 9:20 PM,Wednesday,Auto,Bicycle,,Cambridge St,Columbia St," Cambridge St & Columbia St Cambridge, MA",42.372912,-71.094512,"(42.372912, -71.094512)"
28615,1/15/13 11:35 AM,Tuesday,Auto,Bicycle,1334,Cambridge St,,"1334 Cambridge St Cambridge, MA",42.373493,-71.099759,"(42.373493, -71.099759)"
28661,1/28/13 11:29 AM,Monday,Auto,Bicycle,,Broadway,ELLERY PL," Broadway & ELLERY PL Cambridge, MA",42.372752,-71.109728,"(42.372752, -71.109728)"
28672,1/30/13 10:19 PM,Wednesday,Bicycle,Taxi,,Cambridge St,ELM ST," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,"(42.373017, -71.095346)"
28685,2/1/13 6:29 PM,Friday,Taxi,Bicycle,215,Hampshire St,,"215 Hampshire St Cambridge, MA",42.37336,-71.100217,"(42.37336, -71.100217)"
28691,2/3/13 12:49 AM,Sunday,Taxi,Bicycle,1431,Cambridge St,,"1431 Cambridge St Cambridge, MA",42.374017,-71.102314,"(42.374017, -71.102314)"
28709,2/6/13 5:48 PM,Wednesday,Auto,Bicycle,,Hampshire St,Bristol St," Hampshire St & Bristol St Cambridge, MA",42.367952,-71.093803,"(42.367952, -71.093803)"
28772,2/19/13 7:59 PM,Tuesday,Auto,Bicycle,,Columbia St,Broadway," Columbia St & Broadway Cambridge, MA",42.367871,-71.09736,"(42.367871, -71.09736)"
28786,2/22/13 8:45 AM,Friday,Auto,Bicycle,,Brattle St,Sparks St," Brattle St & Sparks St Cambridge, MA",42.377845,-71.130167,"(42.377845, -71.130167)"
28803,2/25/13 12:59 PM,Monday,Auto,Bicycle,,KIRKLAND ST,SUMNER RD," KIRKLAND ST & SUMNER RD Cambridge, MA",42.377006,-71.112334,"(42.377006, -71.112334)"
28841,3/6/13 11:39 AM,Wednesday,Auto,Bicycle,112-,Bishop Allen Dr,,"112- Bishop Allen Dr Cambridge, MA",42.365824,-71.102402,"(42.365824, -71.102402)"
28873,3/12/13 2:15 PM,Tuesday,Auto,Bicycle,,Concord Ave,Blanchard Rd," Concord Ave & Blanchard Rd Cambridge, MA",42.390977,-71.157285,"(42.390977, -71.157285)"
28874,3/14/13 8:15 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Tyler Ct," Massachusetts Ave & Tyler Ct Cambridge, MA",42.398476,-71.131522,"(42.398476, -71.131522)"
28878,3/14/13 7:30 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Waterhouse St," Massachusetts Ave & Waterhouse St Cambridge, MA",42.37787,-71.120647,"(42.37787, -71.120647)"
28883,3/17/13 6:56 PM,Sunday,Auto,Bicycle,,PROSPECT ST,Hampshire St," PROSPECT ST & Hampshire St Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)"
28902,3/21/13 7:40 AM,Thursday,Auto,Bicycle,,Rindge Ave,Clifton St," Rindge Ave & Clifton St Cambridge, MA",42.393702,-71.136228,"(42.393702, -71.136228)"
28903,3/21/13 9:00 AM,Thursday,Auto,Bicycle,1000,Cambridge St,,"1000 Cambridge St Cambridge, MA",42.372653,-71.093451,"(42.372653, -71.093451)"
28927,3/29/13 9:04 AM,Friday,Auto,Bicycle,,Cambridge St,Third St," Cambridge St & Third St Cambridge, MA",42.37102,-71.079848,"(42.37102, -71.079848)"
28937,4/2/13 9:45 PM,Tuesday,Auto,Bicycle,,Cambridge St,ROBERTS RD," Cambridge St & ROBERTS RD Cambridge, MA",42.37476,-71.108824,"(42.37476, -71.108824)"
28968,4/7/13 7:41 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872,-71.119394,"(42.384872, -71.119394)"
28989,4/14/13 6:20 PM,Sunday,Auto,Bicycle,229,HARVARD ST,,"229 HARVARD ST Cambridge, MA",42.367787,-71.099953,"(42.367787, -71.099953)"
29009,4/18/13 7:25 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)"
29012,4/20/13 3:00 PM,Saturday,Auto,Bicycle,1736,Massachusetts Ave,,"1736 Massachusetts Ave Cambridge, MA",42.384483,-71.119625,"(42.384483, -71.119625)"
29016,4/21/13 5:35 PM,Sunday,Auto,Bicycle,1821,Massachusetts Ave,,"1821 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)"
29017,4/22/13 10:25 AM,Monday,Auto,Bicycle,,Inman St,Inman Pl," Inman St & Inman Pl Cambridge, MA",42.369692,-71.103194,"(42.369692, -71.103194)"
29026,4/24/13 5:39 PM,Wednesday,Auto,Bicycle,,Ash St,Brattle St," Ash St & Brattle St Cambridge, MA",42.375936,-71.124467,"(42.375936, -71.124467)"
29028,4/25/13 9:00 AM,Thursday,Auto,Bicycle,,Hampshire St,Tremont St," Hampshire St & Tremont St Cambridge, MA",42.371501,-71.098121,"(42.371501, -71.098121)"
29042,4/26/13 5:58 PM,Friday,Auto,Bicycle,350,MAIN ST,,"350 MAIN ST Cambridge, MA",42.362388,-71.087276,"(42.362388, -71.087276)"
29069,5/2/13 7:16 AM,Thursday,Bus (Other),Bicycle,,Vassar St,," Vassar St &  Cambridge, MA",,,
29070,5/2/13 7:16 PM,Thursday,Bus (Other),Bicycle,,MAIN ST,Vassar St," MAIN ST & Vassar St Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)"
29081,5/4/13 4:15 PM,Saturday,Auto,Bicycle,,SPRINGFIELD ST,Cambridge St," SPRINGFIELD ST & Cambridge St Cambridge, MA",42.373689,-71.100529,"(42.373689, -71.100529)"
29087,5/7/13 8:00 PM,Tuesday,Auto,Bicycle,2443,Massachusetts Ave,,"2443 Massachusetts Ave Cambridge, MA",42.398142,-71.130844,"(42.398142, -71.130844)"
29090,5/7/13 12:46 PM,Tuesday,Taxi,Bicycle,6,Cambridge Ctr,Broadway,"6 Cambridge Ctr Cambridge, MA",42.364014,-71.088093,"(42.364014, -71.088093)"
29107,5/10/13 7:27 PM,Friday,Bicycle,Taxi,204,PROSPECT ST,,"204 PROSPECT ST Cambridge, MA",42.370337,-71.100118,"(42.370337, -71.100118)"
29110,5/12/13 8:38 PM,Sunday,Auto,Bicycle,,Hampshire St,Portland St," Hampshire St & Portland St Cambridge, MA",42.366295,-71.091782,"(42.366295, -71.091782)"
29116,5/13/13 6:56 PM,Monday,Auto,Bicycle,1001,Cambridge St,,"1001 Cambridge St Cambridge, MA",42.373039,-71.093565,"(42.373039, -71.093565)"
29117,5/13/13 6:59 PM,Monday,Auto,Bicycle,,Hampshire St,Tremont St," Hampshire St & Tremont St Cambridge, MA",42.371501,-71.098121,"(42.371501, -71.098121)"
29120,5/14/13 3:45 PM,Tuesday,Auto,Bicycle,675,Concord Ave,,"675 Concord Ave Cambridge, MA",42.39033,-71.15013,"(42.39033, -71.15013)"
29121,5/14/13 5:00 PM,Tuesday,Auto,Bicycle,826,Cambridge St,,"826 Cambridge St Cambridge, MA",42.372195,-71.090329,"(42.372195, -71.090329)"
29126,5/14/13 5:46 PM,Tuesday,Bicycle,Pedestrian,1401,Massachusetts Ave,,"1401 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)"
29143,5/17/13 9:56 AM,Friday,Auto,Bicycle,1629,Cambridge St,,"1629 Cambridge St Cambridge, MA",42.374913,-71.109348,"(42.374913, -71.109348)"
29146,5/17/13 7:53 PM,Friday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)"
29156,5/21/13 8:35 AM,Tuesday,Auto,Bicycle,,Third St,Rogers St," Third St & Rogers St Cambridge, MA",42.366388,-71.082001,"(42.366388, -71.082001)"
29159,5/21/13 8:01 AM,Tuesday,Auto,Bicycle,1945,Massachusetts Ave,,"1945 Massachusetts Ave Cambridge, MA",42.38975,-71.120095,"(42.38975, -71.120095)"
29170,5/23/13 10:50 AM,Thursday,Auto,Bicycle,,PROSPECT ST,HARVARD ST," PROSPECT ST & HARVARD ST Cambridge, MA",42.368301,-71.101743,"(42.368301, -71.101743)"
29171,5/23/13 8:55 AM,Thursday,Auto,Bicycle,,GARDEN ST,Walden St," GARDEN ST & Walden St Cambridge, MA",42.385523,-71.132217,"(42.385523, -71.132217)"
29172,5/23/13 9:59 AM,Thursday,Taxi,Bicycle,,Massachusetts Ave,Trowbridge St," Massachusetts Ave & Trowbridge St Cambridge, MA",42.370095,-71.112929,"(42.370095, -71.112929)"
29182,5/24/13 1:30 PM,Friday,Auto,Bicycle,,Cambridge St,Hampshire St," Cambridge St & Hampshire St Cambridge, MA",42.373729,-71.100837,"(42.373729, -71.100837)"
29183,5/24/13 5:29 PM,Friday,Auto,Bicycle,1608,Cambridge St,,"1608 Cambridge St Cambridge, MA",42.374621,-71.108615,"(42.374621, -71.108615)"
29200,5/28/13 11:20 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Beech St," Massachusetts Ave & Beech St Cambridge, MA",42.390294,-71.120996,"(42.390294, -71.120996)"
29213,6/1/13 7:19 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,SOMERVILLE AVE," Massachusetts Ave & SOMERVILLE AVE Cambridge, MA",42.388965,-71.119695,"(42.388965, -71.119695)"
29216,6/1/13 7:50 PM,Saturday,Auto,Bicycle,287,PROSPECT ST,,"287 PROSPECT ST Cambridge, MA",42.37251,-71.099131,"(42.37251, -71.099131)"
29236,6/5/13 5:54 PM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,HOMER AVE," MOUNT AUBURN ST & HOMER AVE Cambridge, MA",42.374967,-71.148015,"(42.374967, -71.148015)"
29240,6/5/13 9:30 PM,Wednesday,Auto,Bicycle,,Cambridge St,HARDING ST," Cambridge St & HARDING ST Cambridge, MA",42.372409,-71.090656,"(42.372409, -71.090656)"
29258,6/8/13 4:21 PM,Saturday,Auto,Bicycle,,Broadway,West Pl," Broadway & West Pl Cambridge, MA",42.37034,-71.103615,"(42.37034, -71.103615)"
29259,6/10/13 5:32 PM,Monday,Auto,Bicycle,,Washington Ave,Columbia St," Washington Ave & Columbia St Cambridge, MA",42.365402,-71.098765,"(42.365402, -71.098765)"
29260,6/10/13 6:14 PM,Monday,Taxi,Bicycle,,,,"  &  Cambridge, MA",,,
29262,6/10/13 6:30 PM,Monday,Auto,Bicycle,,Third St,Cambridge St," Third St & Cambridge St Cambridge, MA",42.37102,-71.079848,"(42.37102, -71.079848)"
29264,6/9/13 3:17 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,SOMERVILLE AVE," Massachusetts Ave & SOMERVILLE AVE Cambridge, MA",42.388965,-71.119695,"(42.388965, -71.119695)"
29272,6/12/13 10:06 PM,Wednesday,Auto,Bicycle,,Franklin St,Putnam Ave," Franklin St & Putnam Ave Cambridge, MA",42.368574,-71.113515,"(42.368574, -71.113515)"
29274,6/13/13 3:50 PM,Thursday,Auto,Bicycle,359,Broadway,,"359 Broadway Cambridge, MA",42.370608,-71.103869,"(42.370608, -71.103869)"
29286,4/24/13 5:39 PM,Wednesday,Auto,Bicycle,,Ash St,Brattle St," Ash St & Brattle St Cambridge, MA",42.375936,-71.124467,"(42.375936, -71.124467)"
29287,6/17/13 2:45 PM,Monday,Auto,Bicycle,,MAIN ST,Ames St," MAIN ST & Ames St Cambridge, MA",42.362579,-71.088165,"(42.362579, -71.088165)"
29290,6/17/13 5:12 PM,Monday,Auto,Bicycle,4,Blanchard Rd,,"4 Blanchard Rd Cambridge, MA",42.386868,-71.157865,"(42.386868, -71.157865)"
29292,6/17/13 9:15 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Cameron Ave," Massachusetts Ave & Cameron Ave Cambridge, MA",42.39744,-71.130266,"(42.39744, -71.130266)"
29297,6/19/13 8:03 AM,Wednesday,Auto,Bicycle,2450,Massachusetts Ave,,"2450 Massachusetts Ave Cambridge, MA",42.368925,-71.110257,"(42.368925, -71.110257)"
29306,6/21/13 9:10 AM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,Brattle St," MOUNT AUBURN ST & Brattle St Cambridge, MA",42.375282,-71.145695,"(42.375282, -71.145695)"
29307,6/21/13 1:34 PM,Friday,Auto,Bicycle,1847,Massachusetts Ave,,"1847 Massachusetts Ave Cambridge, MA",42.387755,-71.119116,"(42.387755, -71.119116)"
29311,6/23/13 5:51 PM,Sunday,Auto,Bicycle,161,Washington Ave,,"161 Washington Ave Cambridge, MA",42.3649,-71.09615,"(42.3649, -71.09615)"
29321,6/24/13 11:49 PM,Monday,Taxi,Bicycle,,PROSPECT ST,Cambridge St," PROSPECT ST & Cambridge St Cambridge, MA",42.37338,-71.09814,"(42.37338, -71.09814)"
29323,6/25/13 9:20 AM,Tuesday,Auto,Bicycle,1728,Massachusetts Ave,,"1728 Massachusetts Ave Cambridge, MA",42.384132,-71.119664,"(42.384132, -71.119664)"
29334,6/27/13 8:36 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
29357,7/4/13 2:48 PM,Thursday,Bicycle,,,,,"  &  Cambridge, MA",,,
29366,7/8/13 5:39 PM,Monday,Taxi,Bicycle,,Massachusetts Ave,FOREST ST," Massachusetts Ave & FOREST ST Cambridge, MA",42.38538,-71.119336,"(42.38538, -71.119336)"
29373,7/10/13 7:50 AM,Wednesday,Auto,Bicycle,99,SHERMAN ST,,"99 SHERMAN ST Cambridge, MA",42.388711,-71.133179,"(42.388711, -71.133179)"
