Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
31537,11/7/12 10:19 AM,Wednesday,Auto,Bicycle,,Cardinal Medeiros Ave,," Cardinal Medeiros Ave &  Cambridge, MA",,,
31564,11/14/12 7:19 AM,Wednesday,Auto,Bicycle,,Cambridge St,Hampshire St," Cambridge St & Hampshire St Cambridge, MA",42.373729,-71.100837,"(42.373729, -71.100837)"
31565,11/14/12 9:04 AM,Wednesday,Taxi,Bicycle,,Hampshire St,Inman St," Hampshire St & Inman St Cambridge, MA",42.373475,-71.100531,"(42.373475, -71.100531)"
31566,11/14/12 5:51 PM,Wednesday,Auto,Bicycle,671,MAIN ST,,"671 MAIN ST Cambridge, MA",42.363349,-71.094314,"(42.363349, -71.094314)"
31568,11/15/12 10:35 AM,Thursday,Auto,Bicycle,1035,Cambridge St,,"1035 Cambridge St Cambridge, MA",42.373494,-71.093704,"(42.373494, -71.093704)"
31580,11/17/12 11:49 AM,Saturday,Auto,Bicycle,1698,Massachusetts Ave,,"1698 Massachusetts Ave Cambridge, MA",42.383026,-71.119832,"(42.383026, -71.119832)"
31587,11/20/12 8:45 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,GARFIELD ST," Massachusetts Ave & GARFIELD ST Cambridge, MA",42.383788,-71.119514,"(42.383788, -71.119514)"
31591,11/20/12 2:10 PM,Tuesday,Auto,Bicycle,363,Windsor St,,"363 Windsor St Cambridge, MA",42.370053,-71.094422,"(42.370053, -71.094422)"
31598,11/22/12 8:06 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Shepard St," Massachusetts Ave & Shepard St Cambridge, MA",42.381853,-71.119723,"(42.381853, -71.119723)"
31607,11/26/12 4:56 PM,Monday,Auto,Bicycle,,Concord Ave,FAYERWEATHER ST," Concord Ave & FAYERWEATHER ST Cambridge, MA",42.384591,-71.135792,"(42.384591, -71.135792)"
31613,11/27/12 6:11 PM,Tuesday,Auto,Bicycle,,Putnam Ave,Sidney St," Putnam Ave & Sidney St Cambridge, MA",42.356627,-71.10673,"(42.356627, -71.10673)"
31616,11/28/12 6:34 PM,Wednesday,Auto,Bicycle,305,Webster Ave,,"305 Webster Ave Cambridge, MA",42.373528,-71.0944,"(42.373528, -71.0944)"
31626,11/30/12 3:14 PM,Friday,Auto,Bicycle,,MAIN ST,Vassar St," MAIN ST & Vassar St Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)"
31635,12/3/12 6:55 PM,Monday,Auto,Bicycle,,Broadway,Galileo Galilei Way," Broadway & Galileo Galilei Way Cambridge, MA",42.364812,-71.089386,"(42.364812, -71.089386)"
31647,12/6/12 8:15 AM,,Bicycle,Pedestrian,,Vassar St,Massachusetts Ave," Vassar St & Massachusetts Ave Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
31651,11/27/12 12:45 PM,,Auto,Bicycle,,Massachusetts Ave,," Massachusetts Ave &  Cambridge, MA",,,
31654,12/7/12 6:20 PM,,Auto,Bicycle,,PLYMPTON ST,MILL ST," PLYMPTON ST & MILL ST Cambridge, MA",42.37025,-71.117751,"(42.37025, -71.117751)"
31668,12/10/12 9:30 AM,Monday,Auto,Bicycle,,MAIN ST,Ames St," MAIN ST & Ames St Cambridge, MA",42.362579,-71.088165,"(42.362579, -71.088165)"
31670,12/10/12 3:36 PM,Monday,Auto,Bicycle,6,Concord Ave,,"6 Concord Ave Cambridge, MA",42.39091,-71.157563,"(42.39091, -71.157563)"
31679,12/12/12 5:32 PM,Wednesday,Auto,Bicycle,229,Vassar St,,"229 Vassar St Cambridge, MA",42.357355,-71.100904,"(42.357355, -71.100904)"
31706,12/18/12 7:50 AM,,Auto,Bicycle,,Cambridge St,LINE ST," Cambridge St & LINE ST Cambridge, MA",42.374028,-71.103097,"(42.374028, -71.103097)"
31714,12/21/12 10:34 PM,,Auto,Bicycle,,Brattle St,Willard St," Brattle St & Willard St Cambridge, MA",42.37681,-71.127649,"(42.37681, -71.127649)"
31749,2/6/14 9:15 AM,Thursday,Auto,Bicycle,,Cambridge St,Windsor St,"Cambridge St & Windsor St Cambridge, MA",42.3727493,-71.0932846,"(42.3727493, -71.0932846)"
31838,2/20/14 1:15 PM,Thursday,Auto,Bicycle,,GRANITE ST,PEARL ST,"GRANITE ST & PEARL ST Cambridge, MA",42.3559914,-71.1120148,"(42.3559914, -71.1120148)"
31843,2/20/14 11:50 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Windsor St,"Massachusetts Ave & Windsor St Cambridge, MA",42.3613892,-71.0969543,"(42.3613892, -71.0969543)"
31888,2/28/14 6:05 AM,Friday,Auto,Bicycle,1575,Cambridge St,,"1575 Cambridge St Cambridge, MA",42.3745842,-71.10746,"(42.3745842, -71.10746)"
31924,3/12/14 8:57 AM,Wednesday,Auto,Bicycle,,Hampshire St,Union St,"Hampshire St & Union St Cambridge, MA",42.3693619,-71.09552,"(42.3693619, -71.09552)"
31962,3/20/14 7:45 AM,Thursday,Auto,Bicycle,,HARVEY ST,Jackson St,"HARVEY ST & Jackson St Cambridge, MA",42.3974724,-71.1353302,"(42.3974724, -71.1353302)"
31965,3/20/14 3:20 PM,Thursday,Auto,Bicycle,2130,Massachusetts Ave,,"2130 Massachusetts Ave Cambridge, MA",42.3917809,-71.123909,"(42.3917809, -71.123909)"
31981,4/3/14 8:45 AM,Thursday,Auto,Bicycle,57,SHERMAN ST,,"57 SHERMAN ST Cambridge, MA",42.3870888,-71.1315994,"(42.3870888, -71.1315994)"
31989,4/4/14 7:05 PM,Friday,Auto,Bicycle,,KIRKLAND ST,MYRTLE AVE,"KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.3779678,-71.1078262,"(42.3779678, -71.1078262)"
31991,4/7/14 8:40 AM,Monday,Auto,Bicycle,,Broadway,Hampshire St,"Broadway & Hampshire St Cambridge, MA",42.3654366,-71.0911102,"(42.3654366, -71.0911102)"
31997,4/7/14 8:40 AM,Monday,Auto,Bicycle,,Broadway,Hampshire St,"Broadway & Hampshire St Cambridge, MA",42.3654366,-71.0911102,"(42.3654366, -71.0911102)"
32013,4/9/14 12:19 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
32019,4/10/14 7:58 PM,Thursday,Auto,Bicycle,,Brookline St,Tudor St,"Brookline St & Tudor St Cambridge, MA",42.3607063,-71.1044998,"(42.3607063, -71.1044998)"
32039,4/14/14 8:43 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Temple St,"Massachusetts Ave & Temple St Cambridge, MA",42.3659744,-71.1046753,"(42.3659744, -71.1046753)"
32045,4/18/14 9:10 AM,Friday,Auto,Bicycle,,HURON AVE,Appleton St,"HURON AVE & Appleton St Cambridge, MA",42.3815231,-71.1341019,"(42.3815231, -71.1341019)"
32066,4/24/14 7:48 AM,Thursday,Auto,Bicycle,,Brattle St,MASON ST,"Brattle St & MASON ST Cambridge, MA",42.375988,-71.1246109,"(42.375988, -71.1246109)"
32067,4/24/14 10:50 AM,Thursday,Auto,Bicycle,,Broadway,DAVIS ST,"Broadway & DAVIS ST Cambridge, MA",42.3660202,-71.0926437,"(42.3660202, -71.0926437)"
32073,4/24/14 5:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Russell St,"Massachusetts Ave & Russell St Cambridge, MA",42.391758,-71.1238861,"(42.391758, -71.1238861)"
32103,5/6/14 8:05 AM,Tuesday,Auto,Bicycle,838,Massachusetts Ave,,"838 Massachusetts Ave Cambridge, MA",42.3673058,-71.1068344,"(42.3673058, -71.1068344)"
32108,5/6/14 8:54 AM,Tuesday,Auto,Bicycle,,Columbia St,Hampshire St,"Columbia St & Hampshire St Cambridge, MA",42.369915,-71.0961914,"(42.369915, -71.0961914)"
32122,5/2/14 9:05 AM,Friday,Auto,Bicycle,335,Broadway,,"335 Broadway Cambridge, MA",42.3699226,-71.1025543,"(42.3699226, -71.1025543)"
32128,5/2/14 9:05 AM,Wednesday,Auto,Bicycle,355,Broadway,,"355 Broadway Cambridge, MA",,,
32129,5/6/14 8:35 AM,Tuesday,Auto,Bicycle,,Cambridge St,PROSPECT ST,"Cambridge St & PROSPECT ST Cambridge, MA",42.3733788,-71.0981369,"(42.3733788, -71.0981369)"
32146,5/9/14 8:10 AM,Friday,Taxi,Bicycle,,Broadway,Cambridge Ctr,"Broadway & Cambridge Ctr Cambridge, MA",42.3756142,-71.1157303,"(42.3756142, -71.1157303)"
32169,5/15/14 2:10 PM,Thursday,Bicycle,Parked Vehicle,2100,Massachusetts Ave,,"2100 Massachusetts Ave Cambridge, MA",42.3917465,-71.1238632,"(42.3917465, -71.1238632)"
32186,5/18/14 3:00 PM,Sunday,Auto,Bicycle,,Brattle St,Longfellow Park,"Brattle St & Longfellow Park Cambridge, MA",42.3764877,-71.1267242,"(42.3764877, -71.1267242)"
32189,5/19/14 7:30 PM,Monday,Auto,Bicycle,,Western Ave,Putnam Ave,"Western Ave & Putnam Ave Cambridge, MA",42.3644829,-71.1138916,"(42.3644829, -71.1138916)"
32214,5/17/14 8:38 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,ROSELAND ST,"Massachusetts Ave & ROSELAND ST Cambridge, MA",42.3868217,-71.1191788,"(42.3868217, -71.1191788)"
32242,5/31/14 11:48 PM,Saturday,Taxi,Bicycle,,Ames St,MEMORIAL DR,"Ames St & MEMORIAL DR Cambridge, MA",42.3592377,-71.0871658,"(42.3592377, -71.0871658)"
32249,5/28/14 6:16 PM,Wednesday,Auto,Bicycle,1430,Massachusetts Ave,,"1430 Massachusetts Ave Cambridge, MA",42.3739471,-71.118927,"(42.3739471, -71.118927)"
32256,6/1/14 1:30 PM,Sunday,Auto,Bicycle,,Hampshire St,Columbia St,"Hampshire St & Columbia St Cambridge, MA",42.369915,-71.0961914,"(42.369915, -71.0961914)"
32260,6/2/14 6:51 PM,Monday,Auto,Bicycle,1,MAIN ST,,"1 MAIN ST Cambridge, MA",42.3629036,-71.0926971,"(42.3629036, -71.0926971)"
32262,6/2/14 7:10 PM,Monday,Auto,Bicycle,926,Massachusetts Ave,,"926 Massachusetts Ave Cambridge, MA",42.3684883,-71.109024,"(42.3684883, -71.109024)"
32265,6/3/14 1:30 PM,Tuesday,Auto,Bicycle,,Brookline St,EMILY ST,"Brookline St & EMILY ST Cambridge, MA",42.3602104,-71.1050262,"(42.3602104, -71.1050262)"
32276,6/3/14 6:38 PM,Tuesday,Bicycle,Bicycle,36,Willow St,,"36 Willow St Cambridge, MA",42.3708534,-71.0927963,"(42.3708534, -71.0927963)"
32279,6/7/14 5:08 PM,Saturday,Bicycle,Parked Vehicle,49,Inman St,,"49 Inman St Cambridge, MA",42.3693848,-71.1034012,"(42.3693848, -71.1034012)"
32288,6/10/14 8:42 AM,Tuesday,Auto,Bicycle,465,Broadway,,"465 Broadway Cambridge, MA",,,
32296,6/14/14 8:39 PM,Friday,Auto,Bicycle,,KIRKLAND ST,QUINCY ST,"KIRKLAND ST & QUINCY ST Cambridge, MA",42.3766365,-71.1140823,"(42.3766365, -71.1140823)"
32302,6/12/14 4:46 PM,Thursday,Auto,Bicycle,,PROSPECT ST,HARVARD ST,"PROSPECT ST & HARVARD ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
32312,6/17/14 12:15 PM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,HOLYOKE ST,"MOUNT AUBURN ST & HOLYOKE ST Cambridge, MA",42.3719711,-71.118576,"(42.3719711, -71.118576)"
32339,6/24/14 7:45 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Bay St,"Massachusetts Ave & Bay St Cambridge, MA",42.3689919,-71.1102676,"(42.3689919, -71.1102676)"
32340,6/24/14 9:57 PM,Tuesday,Auto,Bicycle,,Bristol St,Webster Ave,"Bristol St & Webster Ave Cambridge, MA",42.368309,-71.0928574,"(42.368309, -71.0928574)"
32371,7/1/14 11:56 AM,Tuesday,Auto,Bicycle,,Hampshire St,Broadway,"Hampshire St & Broadway Cambridge, MA",42.3654366,-71.0911102,"(42.3654366, -71.0911102)"
32376,7/3/14 12:30 PM,Thursday,Taxi,Bicycle,75,Ames St,,"75 Ames St Cambridge, MA",42.3639374,-71.0874405,"(42.3639374, -71.0874405)"
32378,7/3/14 9:56 AM,Thursday,Taxi,Bicycle,,Broadway,Dana St,"Broadway & Dana St Cambridge, MA",42.3723183,-71.1086197,"(42.3723183, -71.1086197)"
32387,7/8/14 8:40 PM,Tuesday,Auto,Bicycle,195,Hampshire St,,"195 Hampshire St Cambridge, MA",42.3729401,-71.0998764,"(42.3729401, -71.0998764)"
32389,7/9/14 11:44 AM,Wednesday,Truck,Bicycle,,Massachusetts Ave,HARVARD ST,"Massachusetts Ave & HARVARD ST Cambridge, MA",42.3725471,-71.1159973,"(42.3725471, -71.1159973)"
32398,7/11/14 1:50 PM,Friday,Auto,Bicycle,,MAIN ST,Broadway,"MAIN ST & Broadway Cambridge, MA",42.362072,-71.0826645,"(42.362072, -71.0826645)"
32402,7/12/14 1:02 PM,Saturday,Auto,Bicycle,200,Broadway,,"200 Broadway Cambridge, MA",42.3660316,-71.0926666,"(42.3660316, -71.0926666)"
32404,7/14/14 1:47 AM,Monday,Auto,Bicycle,,PROSPECT ST,HARVARD ST,"PROSPECT ST & HARVARD ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
32406,7/14/14 9:00 AM,Monday,Taxi,Bicycle,77,Massachusetts Ave,,"77 Massachusetts Ave Cambridge, MA",42.3592186,-71.0937195,"(42.3592186, -71.0937195)"
32424,7/18/14 9:30 PM,Friday,Auto,Bicycle,,Portland St,Hampshire St,"Portland St & Hampshire St Cambridge, MA",42.3662949,-71.0917816,"(42.3662949, -71.0917816)"
32429,7/9/14 7:43 PM,Wednesday,Auto,Bicycle,,KIRKLAND ST,MYRTLE AVE,"KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.3779678,-71.1078262,"(42.3779678, -71.1078262)"
32447,7/16/14 10:46 PM,Wednesday,Bicycle,Pedestrian,,Western Ave,MEMORIAL DR,"Western Ave & MEMORIAL DR Cambridge, MA",42.3643036,-71.1160736,"(42.3643036, -71.1160736)"
32451,6/12/14 4:46 PM,Thursday,Auto,Bicycle,,PROSPECT ST,HARVARD ST,"PROSPECT ST & HARVARD ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
32462,7/27/14 11:40 AM,Wednesday,Auto,Bicycle,,Windsor St,MAIN ST,"Windsor St & MAIN ST Cambridge, MA",42.3632088,-71.0967026,"(42.3632088, -71.0967026)"
32469,7/28/14 1:47 PM,Monday,Auto,Bicycle,,Putnam Ave,Magee St,"Putnam Ave & Magee St Cambridge, MA",42.366394,-71.1135559,"(42.366394, -71.1135559)"
32489,7/30/14 5:18 PM,Wednesday,Auto,Bicycle,222,Broadway,,"222 Broadway Cambridge, MA",42.3665237,-71.0939255,"(42.3665237, -71.0939255)"
32494,7/31/14 8:45 AM,Thursday,Auto,Bicycle,,Binney St,FIFTH ST,"Binney St & FIFTH ST Cambridge, MA",42.3659401,-71.0844345,"(42.3659401, -71.0844345)"
32498,7/31/14 10:36 PM,Thursday,Auto,Bicycle,,PEARL ST,Franklin St,"PEARL ST & Franklin St Cambridge, MA",42.3636513,-71.1037369,"(42.3636513, -71.1037369)"
32502,8/3/14 7:43 PM,Sunday,Taxi,Bicycle,,Bishop Allen Dr,PROSPECT ST,"Bishop Allen Dr & PROSPECT ST Cambridge, MA",42.3663445,-71.103157,"(42.3663445, -71.103157)"
32506,8/6/14 10:28 AM,Wednesday,Auto,Bicycle,,Hampshire St,Tremont St,"Hampshire St & Tremont St Cambridge, MA",42.3715019,-71.0981216,"(42.3715019, -71.0981216)"
32511,8/7/14 9:03 AM,Thursday,Auto,Bicycle,,Ames St,MAIN ST,"Ames St & MAIN ST Cambridge, MA",42.3625793,-71.0881653,"(42.3625793, -71.0881653)"
32529,8/12/14 5:28 PM,Tuesday,Auto,Bicycle,,Hampshire St,Cambridge St,"Hampshire St & Cambridge St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)"
32530,8/12/14 7:45 PM,Tuesday,Auto,Bicycle,349,Columbia St,,"349 Columbia St Cambridge, MA",42.3716431,-71.0952072,"(42.3716431, -71.0952072)"
32545,8/14/14 8:57 AM,Thursday,Auto,Bicycle,,Norfolk St,,"Norfolk St Cambridge, MA",,,
32557,8/17/14 9:21 PM,Sunday,Auto,Bicycle,,Brookline St,Franklin St,"Brookline St & Franklin St Cambridge, MA",42.3628693,-71.1024323,"(42.3628693, -71.1024323)"
32562,8/18/14 5:33 PM,Monday,Auto,Bicycle,,MOUNT AUBURN ST,HAWTHORNE ST,"MOUNT AUBURN ST & HAWTHORNE ST Cambridge, MA",42.3744316,-71.1264191,"(42.3744316, -71.1264191)"
32563,8/18/14 11:12 PM,Monday,Auto,Bicycle,,Appian Way,Brattle St,"Appian Way & Brattle St Cambridge, MA",42.374855,-71.122345,"(42.374855, -71.122345)"
32569,8/19/14 7:14 PM,Tuesday,Auto,Bicycle,17-1,Lilac Ct,Cardinal Medeiros Ave,"17-1 Lilac Ct Cambridge, MA",42.3674355,-71.0916443,"(42.3674355, -71.0916443)"
32573,8/20/14 2:45 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Sidney St,"Massachusetts Ave & Sidney St Cambridge, MA",42.3629494,-71.0995789,"(42.3629494, -71.0995789)"
32588,8/25/14 6:19 PM,Monday,Auto,Bicycle,325,Vassar St,,"325 Vassar St Cambridge, MA",42.3549843,-71.1053772,"(42.3549843, -71.1053772)"
32589,8/25/14 6:29 PM,Monday,Taxi,Bicycle,,Massachusetts Ave,GARDEN ST,"Massachusetts Ave & GARDEN ST Cambridge, MA",42.3754883,-71.1199188,"(42.3754883, -71.1199188)"
32595,8/27/14 8:20 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Walden St,"Massachusetts Ave & Walden St Cambridge, MA",42.3913727,-71.1232681,"(42.3913727, -71.1232681)"
32605,8/29/14 5:35 PM,Friday,Auto,Bicycle,,Willow St,PALERMO ST,"Willow St & PALERMO ST Cambridge, MA",42.3716888,-71.0923233,"(42.3716888, -71.0923233)"
32619,9/3/14 9:40 AM,Wednesday,Auto,Bicycle,,Broadway,Boardman Pl,"Broadway & Boardman Pl Cambridge, MA",42.3674927,-71.0963974,"(42.3674927, -71.0963974)"
32624,9/5/14 9:20 AM,Friday,Auto,Bicycle,,Hampshire St,Cambridge St,"Hampshire St & Cambridge St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)"
32627,9/2/14 4:05 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
32631,9/3/14 11:47 AM,Wednesday,Auto,Bicycle,,QUINCY ST,Cambridge St,"QUINCY ST & Cambridge St Cambridge, MA",42.375473,-71.1143188,"(42.375473, -71.1143188)"
32636,9/3/14 2:30 PM,Wednesday,Auto,Bicycle,,Vassar St,MEMORIAL DR,"Vassar St & MEMORIAL DR Cambridge, MA",42.3534393,-71.1071396,"(42.3534393, -71.1071396)"
32655,9/9/14 11:41 AM,Tuesday,Auto,Bicycle,,Cedar St,DUDLEY ST,"Cedar St & DUDLEY ST Cambridge, MA",42.3957939,-71.1308594,"(42.3957939, -71.1308594)"
32657,9/9/14 7:08 PM,Tuesday,Auto,Bicycle,259,Massachusetts Ave,,"259 Massachusetts Ave Cambridge, MA",42.3617363,-71.0975418,"(42.3617363, -71.0975418)"
32660,9/10/14 4:05 PM,Wednesday,Truck,Bicycle,,HARVARD ST,Inman St,"HARVARD ST & Inman St Cambridge, MA",42.3689804,-71.1036682,"(42.3689804, -71.1036682)"
32662,9/10/14 9:39 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,PLEASANT ST,"Massachusetts Ave & PLEASANT ST Cambridge, MA",42.3664093,-71.1053925,"(42.3664093, -71.1053925)"
32675,9/11/14 6:29 PM,Thursday,Auto,Bicycle,,Hampshire St,Broadway,"Hampshire St & Broadway Cambridge, MA",42.3654366,-71.0911102,"(42.3654366, -71.0911102)"
32692,9/16/14 2:39 PM,Tuesday,Auto,Bicycle,,PROSPECT ST,Hampshire St,"PROSPECT ST & Hampshire St Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)"
32694,9/16/14 9:37 PM,Tuesday,Auto,Bicycle,1033,Massachusetts Ave,,"1033 Massachusetts Ave Cambridge, MA",42.3695755,-71.1118851,"(42.3695755, -71.1118851)"
32699,9/16/14 10:53 PM,Tuesday,Auto,Bicycle,1101,Cambridge St,ELM ST,"1101 Cambridge St Cambridge, MA",42.3730469,-71.0955734,"(42.3730469, -71.0955734)"
32702,9/22/14 5:35 PM,Monday,Auto,Bicycle,,KIRKLAND ST,QUINCY ST,"KIRKLAND ST & QUINCY ST Cambridge, MA",42.3766365,-71.1140823,"(42.3766365, -71.1140823)"
32711,9/26/14 10:20 AM,Friday,Auto,Bicycle,,Massachusetts Ave,MARTIN ST,"Massachusetts Ave & MARTIN ST Cambridge, MA",42.3833466,-71.1195602,"(42.3833466, -71.1195602)"
32729,9/23/14 8:50 AM,Tuesday,Auto,Bicycle,,Windsor St,,"Windsor St Cambridge, MA",,,
32732,9/24/14 6:28 PM,Wednesday,Auto,Bicycle,,Sidney St,MAIN ST,"Sidney St & MAIN ST Cambridge, MA",42.3634148,-71.0994186,"(42.3634148, -71.0994186)"
32737,9/25/14 11:20 AM,Thursday,Auto,Bicycle,,PLYMPTON ST,MILL ST,"PLYMPTON ST & MILL ST Cambridge, MA",42.3702507,-71.1177521,"(42.3702507, -71.1177521)"
32745,9/26/14 8:08 PM,Friday,Auto,Bicycle,2154,Massachusetts Ave,Rindge Ave,"2154 Massachusetts Ave Cambridge, MA",42.3921967,-71.1244049,"(42.3921967, -71.1244049)"
32746,9/27/14 4:49 PM,Saturday,Auto,Bicycle,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.3689651,-71.0803223,"(42.3689651, -71.0803223)"
32753,10/1/14 5:55 PM,Wednesday,Auto,Bicycle,,Windsor St,Massachusetts Ave,"Windsor St & Massachusetts Ave Cambridge, MA",42.3613892,-71.0969543,"(42.3613892, -71.0969543)"
32760,10/3/14 4:50 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
32771,10/6/14 9:00 AM,Monday,Auto,Bicycle,,Massachusetts Ave,Dana St,"Massachusetts Ave & Dana St Cambridge, MA",42.3691559,-71.110733,"(42.3691559, -71.110733)"
32773,9/25/14 11:20 AM,Thursday,Auto,Bicycle,,PLYMPTON ST,MILL ST,"PLYMPTON ST & MILL ST Cambridge, MA",42.3702507,-71.1177521,"(42.3702507, -71.1177521)"
32774,9/26/14 3:54 PM,Friday,Auto,Bicycle,,SPRING ST,Cambridge St,"SPRING ST & Cambridge St Cambridge, MA",,,
32775,9/28/14 7:50 PM,Sunday,Auto,Bicycle,,Hampshire St,Tremont St,"Hampshire St & Tremont St Cambridge, MA",42.3715019,-71.0981216,"(42.3715019, -71.0981216)"
32779,9/30/14 6:50 PM,Tuesday,Auto,Bicycle,686,Cambridge St,,"686 Cambridge St Cambridge, MA",42.3720894,-71.0881882,"(42.3720894, -71.0881882)"
32789,8/20/14 5:44 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Amherst St,"Massachusetts Ave & Amherst St Cambridge, MA",42.3581886,-71.0930862,"(42.3581886, -71.0930862)"
32791,10/6/14 9:03 PM,Monday,Auto,Bicycle,,SOMERVILLE AVE,White St,"SOMERVILLE AVE & White St Cambridge, MA",42.3885651,-71.1190414,"(42.3885651, -71.1190414)"
32796,10/7/14 6:45 PM,Tuesday,Auto,Bicycle,25,Aberdeen Ct,MOUNT AUBURN ST,"25 Aberdeen Ct Cambridge, MA",42.3757858,-71.1460495,"(42.3757858, -71.1460495)"
32797,10/7/14 7:22 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Windsor St,"Massachusetts Ave & Windsor St Cambridge, MA",42.3613892,-71.0969543,"(42.3613892, -71.0969543)"
32801,9/12/14 8:00 AM,Sunday,Auto,Bicycle,,Cambridge St,FELTON ST,"Cambridge St & FELTON ST Cambridge, MA",42.3752022,-71.112236,"(42.3752022, -71.112236)"
32806,10/10/14 6:51 PM,Friday,Auto,Bicycle,1256,Massachusetts Ave,,"1256 Massachusetts Ave Cambridge, MA",42.3726883,-71.1164017,"(42.3726883, -71.1164017)"
32809,10/11/14 1:19 PM,Saturday,Auto,Bicycle,,Windsor St,MAIN ST,"Windsor St & MAIN ST Cambridge, MA",42.3632088,-71.0967026,"(42.3632088, -71.0967026)"
32814,10/13/14 1:47 PM,Monday,Auto,Bicycle,125,Vassar St,Massachusetts Ave,"125 Vassar St Cambridge, MA",42.3591537,-71.0969086,"(42.3591537, -71.0969086)"
32816,10/13/14 10:30 PM,Monday,Auto,Bicycle,,Thorndike St,SEVENTH ST,"Thorndike St & SEVENTH ST Cambridge, MA",42.370369,-71.0858612,"(42.370369, -71.0858612)"
32821,10/16/14 12:00 PM,Thursday,Auto,Bicycle,,Hampshire St,PROSPECT ST,"Hampshire St & PROSPECT ST Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)"
32824,10/20/14 12:40 PM,Monday,Auto,Bicycle,38,Putnam Ave,,"38 Putnam Ave Cambridge, MA",42.3687248,-71.1135101,"(42.3687248, -71.1135101)"
32825,10/22/14 8:10 AM,Wednesday,Truck,Bicycle,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.3895264,-71.1426163,"(42.3895264, -71.1426163)"
32835,10/25/14 5:11 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,Sidney St,"Massachusetts Ave & Sidney St Cambridge, MA",42.3629494,-71.0995789,"(42.3629494, -71.0995789)"
32840,10/30/14 4:24 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,MEMORIAL DR,"Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.3573647,-71.0925674,"(42.3573647, -71.0925674)"
32843,10/30/14 10:07 AM,Thursday,Auto,Bicycle,248,Broadway,Windsor St,"248 Broadway Cambridge, MA",42.3671188,-71.0954437,"(42.3671188, -71.0954437)"
32855,10/27/14 7:46 PM,Monday,Taxi,Bicycle,1384,Massachusetts Ave,,"1384 Massachusetts Ave Cambridge, MA",42.3734894,-71.1193008,"(42.3734894, -71.1193008)"
32856,10/27/14 5:42 PM,Monday,Auto,Bicycle,,HARVARD ST,Columbia St,"HARVARD ST & Columbia St Cambridge, MA",42.366993,-71.0978622,"(42.366993, -71.0978622)"
32881,11/4/14 7:50 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Rice St,"Massachusetts Ave & Rice St Cambridge, MA",42.3953323,-71.1279221,"(42.3953323, -71.1279221)"
32889,9/11/14 4:55 PM,Thursday,Auto,Bicycle,,Beech St,Massachusetts Ave,"Beech St & Massachusetts Ave Cambridge, MA",42.3902931,-71.1209946,"(42.3902931, -71.1209946)"
32890,9/11/14 5:33 PM,Thursday,Auto,Bicycle,,Cambridgeside Pl,Land Blvd,"Cambridgeside Pl & Land Blvd Cambridge, MA",42.3669815,-71.0754089,"(42.3669815, -71.0754089)"
32891,9/15/14 8:15 PM,Monday,Auto,Bicycle,2057,Massachusetts Ave,,"2057 Massachusetts Ave Cambridge, MA",,,
